"","","","","","","","","","","","Satisfaccion con su trabajo","","","Como describiria las relaciones en su lugar de trabajo","","Total de años trabajados","","","","",""
"40","No","Rara Vez Viaja","Ventas","10","3","Técnico","1239","2","Femenino"," Ejecutivo de Ventas","2","Divorciado","12","2","80","7","5","2","1","1","3"
"25","No","Rara Vez Viaja","Ventas","10","4","Ciencias de la Vida","1240","3","Masculino"," Ejecutivo de Ventas","4","Soltero","14","2","80","5","4","4","3","1","1"
"30","No","Rara Vez Viaja","Investigación y Desarrollo","1","3","Medicina","1241","4","Masculino"," Investigador Científico","2","Casado","21","1","80","12","11","2","9","5","7"
"42","No","Viaja Frecuentemente","Investigación y Desarrollo","26","5","Medicina","1242","1","Femenino","Director de Investigación","1","Casado","17","3","80","20","1","6","0","0","0"
"35","No","No Viaja","Ventas","8","2","Marketing","1243","3","Femenino"," Ejecutivo de Ventas","4","Casado","11","2","80","16","13","6","2","4","12"
"27","No","Rara Vez Viaja","Investigación y Desarrollo","14","3","Ciencias de la Vida","1244","1","Masculino"," Investigador Científico","1","Casado","14","4","80","9","9","3","7","6","8"
"54","No","Viaja Frecuentemente","Investigación y Desarrollo","1","4","Ciencias de la Vida","1245","4","Femenino"," Director de Manufactura","3","Divorciado","17","1","80","33","5","2","4","1","4"
"44","No","Rara Vez Viaja","Investigación y Desarrollo","2","1","Ciencias de la Vida","1246","1","Femenino"," Investigador Científico","4","Casado","13","4","80","10","10","5","5","7","7"
"19","Sí","No Viaja","Investigación y Desarrollo","10","3","Medicina","1248","1","Femenino"," Investigador Científico","2","Soltero","25","2","80","1","1","2","1","0","0"
"29","No","Rara Vez Viaja","Investigación y Desarrollo","1","3","Ciencias de la Vida","1249","1","Femenino"," Investigador Científico","4","Divorciado","15","1","80","3","3","5","2","1","2"
"54","No","Rara Vez Viaja","Investigación y Desarrollo","3","3","Ciencias de la Vida","1250","4","Masculino","Director de Investigación","4","Casado","14","1","80","36","10","2","9","0","9"
"31","No","Rara Vez Viaja","Investigación y Desarrollo","11","2","Medicina","1251","3","Masculino","Representante de Salud","1","Casado","12","4","80","6","6","2","5","0","1"
"31","No","Rara Vez Viaja","Investigación y Desarrollo","24","3","Medicina","1252","3","Femenino","Representante de Salud","1","Soltero","19","2","80","10","10","2","9","1","8"
"59","No","Rara Vez Viaja","Ventas","3","3","Ciencias de la Vida","1254","3","Femenino"," Ejecutivo de Ventas","4","Soltero","17","4","80","13","6","2","1","0","5"
"43","No","Rara Vez Viaja","Investigación y Desarrollo","3","3","Ciencias de la Vida","1255","3","Masculino","Director de Investigación","4","Casado","14","2","80","25","8","2","7","0","7"
"49","No","Rara Vez Viaja","Investigación y Desarrollo","4","2","Medicina","1256","1","Masculino","Gerente","3","Casado","13","3","80","23","1","2","0","0","0"
"36","No","Viaja Frecuentemente","Investigación y Desarrollo","3","3","Técnico","1257","3","Masculino"," Investigador Científico","2","Casado","12","3","80","12","11","2","10","0","7"
"48","No","Rara Vez Viaja","Investigación y Desarrollo","2","2","Técnico","1258","4","Masculino","Técnico de laboratorio","2","Soltero","11","3","80","7","1","4","0","0","0"
"27","No","Rara Vez Viaja","Investigación y Desarrollo","4","2","Ciencias de la Vida","1259","1","Masculino"," Investigador Científico","3","Divorciado","11","2","80","5","5","2","3","0","3"
"29","No","Rara Vez Viaja","Investigación y Desarrollo","7","3","Ciencias de la Vida","1260","3","Masculino","Representante de Salud","4","Divorciado","11","2","80","6","6","2","0","1","0"
"48","No","Rara Vez Viaja","Investigación y Desarrollo","1","3","Ciencias de la Vida","1263","4","Masculino","Director de Investigación","4","Soltero","12","3","80","25","1","3","0","0","0"
"29","No","Rara Vez Viaja","Investigación y Desarrollo","1","3","Ciencias de la Vida","1264","4","Femenino","Director de Investigación","4","Divorciado","14","2","80","9","7","2","7","1","7"
"34","No","Rara Vez Viaja","Investigación y Desarrollo","20","3","Técnico","1265","3","Femenino"," Investigador Científico","3","Casado","17","4","80","2","1","5","0","0","0"
"44","No","Rara Vez Viaja","Ventas","5","3","Marketing","1267","2","Masculino","Gerente","2","Casado","11","3","80","26","22","5","9","3","10"
"33","No","Rara Vez Viaja","Ventas","10","5","Marketing","1268","4","Masculino"," Ejecutivo de Ventas","3","Divorciado","14","4","80","10","9","3","8","0","8"
"19","No","Rara Vez Viaja","Investigación y Desarrollo","25","3","Ciencias de la Vida","1269","2","Femenino"," Investigador Científico","4","Soltero","12","4","80","1","1","2","0","0","1"
"23","No","Rara Vez Viaja","Investigación y Desarrollo","1","2","Ciencias de la Vida","1270","4","Masculino"," Investigador Científico","3","Casado","22","4","80","1","1","2","0","0","1"
"25","Sí","Viaja Frecuentemente","Ventas","24","1","Ciencias de la Vida","1273","3","Masculino","Ventas Representative","4","Soltero","14","4","80","1","1","4","0","1","0"
"26","No","Rara Vez Viaja","Investigación y Desarrollo","4","2","Ciencias de la Vida","1275","3","Masculino"," Investigador Científico","4","Soltero","20","2","80","8","8","2","5","2","2"
"45","Sí","Rara Vez Viaja","Ventas","2","3","Marketing","1277","1","Femenino","Gerente","2","Soltero","16","1","80","26","24","2","10","1","11"
"55","No","No Viaja","Investigación y Desarrollo","8","1","Medicina","1278","4","Masculino","Representante de Salud","2","Divorciado","15","4","80","34","33","3","9","15","0"
"21","Sí","Viaja Frecuentemente","Investigación y Desarrollo","10","2","Ciencias de la Vida","1279","1","Femenino","Técnico de laboratorio","3","Soltero","20","3","80","2","2","2","2","2","2"
"46","No","Rara Vez Viaja","Ventas","4","2","Marketing","1280","4","Femenino","Gerente","2","Casado","14","3","80","26","11","2","4","0","8"
"34","No","Rara Vez Viaja","Ventas","2","3","Marketing","1281","3","Femenino"," Ejecutivo de Ventas","1","Soltero","12","4","80","4","3","3","2","0","2"
"51","No","Viaja Frecuentemente","Ventas","9","3","Ciencias de la Vida","1282","4","Masculino","Gerente","2","Divorciado","24","1","80","31","29","5","10","11","10"
"59","No","Rara Vez Viaja","Investigación y Desarrollo","18","4","Medicina","1283","4","Masculino"," Director de Manufactura","4","Soltero","12","4","80","25","9","6","7","5","4"
"34","No","Viaja Frecuentemente","Investigación y Desarrollo","19","3","Medicina","1285","3","Femenino","Técnico de laboratorio","2","Divorciado","13","3","80","15","11","2","8","5","10"
"28","No","Viaja Frecuentemente","Investigación y Desarrollo","1","4","Medicina","1286","4","Masculino","Técnico de laboratorio","3","Soltero","11","3","80","5","4","2","2","0","2"
"44","No","Rara Vez Viaja","Investigación y Desarrollo","4","2","Ciencias de la Vida","1288","3","Masculino","Gerente","1","Divorciado","14","4","80","26","25","4","9","14","13"
"34","No","Viaja Frecuentemente","Recursos Humanos","11","3","Ciencias de la Vida","1289","3","Masculino","Recursos Humanos","2","Casado","11","4","80","14","10","5","9","1","8"
"35","No","Rara Vez Viaja","Investigación y Desarrollo","6","1","Ciencias de la Vida","1291","3","Masculino"," Investigador Científico","3","Casado","14","4","80","4","3","3","2","2","2"
"42","No","Rara Vez Viaja","Investigación y Desarrollo","7","4","Medicina","1292","2","Femenino"," Investigador Científico","2","Casado","16","4","80","18","1","2","0","0","0"
"43","No","Rara Vez Viaja","Ventas","4","4","Marketing","1293","4","Femenino"," Ejecutivo de Ventas","4","Soltero","14","4","80","23","21","3","7","15","17"
"36","No","Rara Vez Viaja","Investigación y Desarrollo","2","4","Ciencias de la Vida","1294","3","Femenino"," Director de Manufactura","2","Soltero","11","4","80","18","16","2","14","5","12"
"44","Sí","Rara Vez Viaja","Investigación y Desarrollo","15","3","Medicina","1295","1","Femenino","Representante de Salud","4","Casado","11","4","80","10","10","2","7","0","5"
"28","No","Viaja Frecuentemente","Investigación y Desarrollo","2","3","Ciencias de la Vida","1296","4","Masculino","Técnico de laboratorio","4","Casado","12","2","80","2","2","2","2","2","2"
"51","No","Viaja Frecuentemente","Investigación y Desarrollo","6","2","Medicina","1297","2","Femenino","Técnico de laboratorio","3","Soltero","14","2","80","8","7","6","0","7","7"
"30","No","No Viaja","Investigación y Desarrollo","9","2","Medicina","1298","3","Femenino"," Director de Manufactura","3","Soltero","18","3","80","10","8","3","4","1","7"
"29","Sí","Rara Vez Viaja","Investigación y Desarrollo","7","3","Técnico","1299","2","Femenino","Técnico de laboratorio","3","Divorciado","13","1","80","10","7","2","7","7","7"
"28","No","Rara Vez Viaja","Investigación y Desarrollo","1","3","Técnico","1301","4","Masculino"," Investigador Científico","1","Soltero","11","2","80","5","3","2","2","1","2"
"25","No","Rara Vez Viaja","Investigación y Desarrollo","1","3","Medicina","1303","4","Femenino"," Investigador Científico","2","Soltero","18","4","80","2","2","3","2","2","1"
"32","No","Rara Vez Viaja","Ventas","8","3","Medicina","1304","3","Masculino"," Ejecutivo de Ventas","4","Casado","15","3","80","10","10","4","7","0","8"
"45","No","Viaja Frecuentemente","Investigación y Desarrollo","25","3","Medicina","1306","2","Femenino","Gerente","2","Soltero","22","3","80","22","0","4","0","0","0"
"39","No","Rara Vez Viaja","Investigación y Desarrollo","13","4","Medicina","1307","3","Femenino","Gerente","2","Divorciado","13","4","80","21","19","4","9","15","2"
"58","No","Rara Vez Viaja","Investigación y Desarrollo","23","4","Ciencias de la Vida","1308","1","Masculino"," Investigador Científico","3","Divorciado","12","4","80","2","2","3","2","2","2"
"32","Sí","Rara Vez Viaja","Investigación y Desarrollo","7","2","Ciencias de la Vida","1309","4","Masculino","Técnico de laboratorio","3","Casado","18","1","80","10","10","3","4","1","1"
"39","Sí","Rara Vez Viaja","Investigación y Desarrollo","23","3","Medicina","1310","3","Masculino"," Investigador Científico","1","Soltero","13","1","80","6","5","2","2","0","3"
"30","No","Rara Vez Viaja","Investigación y Desarrollo","6","3","Técnico","1311","1","Femenino","Técnico de laboratorio","4","Casado","12","1","80","10","9","6","2","6","7"
"36","No","Rara Vez Viaja","Investigación y Desarrollo","10","4","Técnico","1312","4","Femenino","Representante de Salud","3","Casado","12","1","80","10","7","0","7","1","7"
"46","No","Rara Vez Viaja","Recursos Humanos","1","2","Ciencias de la Vida","1314","4","Femenino","Recursos Humanos","1","Soltero","12","3","80","10","7","3","6","5","7"
"28","No","No Viaja","Investigación y Desarrollo","1","3","Ciencias de la Vida","1315","3","Femenino","Técnico de laboratorio","4","Casado","11","1","80","10","9","6","8","7","5"
"50","No","Rara Vez Viaja","Investigación y Desarrollo","28","3","Ciencias de la Vida","1317","4","Femenino","Director de Investigación","1","Casado","11","2","80","25","3","2","2","1","2"
"40","Sí","Rara Vez Viaja","Ventas","25","4","Marketing","1318","4","Masculino"," Ejecutivo de Ventas","2","Soltero","12","3","80","9","5","2","4","1","0"
"52","Sí","Rara Vez Viaja","Ventas","5","3","Ciencias de la Vida","1319","2","Masculino"," Ejecutivo de Ventas","2","Soltero","19","3","80","10","8","2","7","7","7"
"30","No","Rara Vez Viaja","Investigación y Desarrollo","17","4","Medicina","1321","2","Femenino","Gerente","1","Casado","23","4","80","9","9","2","1","0","8"
"39","No","Rara Vez Viaja","Investigación y Desarrollo","18","2","Ciencias de la Vida","1322","1","Masculino"," Director de Manufactura","3","Soltero","11","1","80","9","8","6","7","1","7"
"31","No","No Viaja","Ventas","2","4","Ciencias de la Vida","1324","4","Femenino"," Ejecutivo de Ventas","3","Divorciado","19","1","80","10","10","5","8","9","6"
"41","No","No Viaja","Ventas","10","2","Medicina","1329","3","Masculino"," Ejecutivo de Ventas","2","Soltero","13","1","80","19","19","4","2","11","9"
"31","Sí","Viaja Frecuentemente","Ventas","1","3","Ciencias de la Vida","1331","4","Femenino","Ventas Representative","2","Soltero","11","1","80","3","3","2","2","2","2"
"44","Sí","Rara Vez Viaja","Investigación y Desarrollo","3","3","Ciencias de la Vida","1333","1","Masculino","Técnico de laboratorio","1","Casado","12","3","80","10","3","4","2","1","2"
"42","No","No Viaja","Investigación y Desarrollo","2","1","Ciencias de la Vida","1334","3","Masculino","Gerente","3","Casado","13","4","80","21","20","3","8","2","10"
"55","No","Rara Vez Viaja","Investigación y Desarrollo","2","2","Medicina","1336","4","Femenino","Gerente","3","Casado","14","4","80","23","19","5","9","9","11"
"56","No","Rara Vez Viaja","Recursos Humanos","8","4","Ciencias de la Vida","1338","4","Masculino","Gerente","2","Soltero","14","1","80","36","7","4","3","7","7"
"40","No","No Viaja","Investigación y Desarrollo","16","2","Ciencias de la Vida","1340","3","Masculino"," Investigador Científico","3","Divorciado","16","2","80","6","4","0","2","0","0"
"34","No","Rara Vez Viaja","Investigación y Desarrollo","9","3","Ciencias de la Vida","1344","4","Masculino","Representante de Salud","4","Divorciado","11","4","80","10","9","0","7","1","6"
"40","No","Rara Vez Viaja","Investigación y Desarrollo","2","3","Ciencias de la Vida","1346","3","Masculino"," Investigador Científico","4","Soltero","13","3","80","9","9","4","8","8","8"
"41","No","Viaja Frecuentemente","Ventas","1","3","Marketing","1349","3","Femenino"," Ejecutivo de Ventas","1","Divorciado","17","4","80","10","9","2","3","1","7"
"35","No","Viaja Frecuentemente","Investigación y Desarrollo","4","4","Ciencias de la Vida","1350","3","Masculino"," Investigador Científico","3","Soltero","11","2","80","9","9","3","6","1","1"
"51","No","Rara Vez Viaja","Recursos Humanos","5","3","Ciencias de la Vida","1352","3","Masculino","Gerente","2","Divorciado","11","2","80","33","33","2","9","0","10"
"38","No","Rara Vez Viaja","Ventas","2","2","Ciencias de la Vida","1355","2","Femenino"," Ejecutivo de Ventas","1","Divorciado","15","4","80","11","7","3","7","1","7"
"34","No","Rara Vez Viaja","Ventas","15","2","Medicina","1356","3","Femenino"," Ejecutivo de Ventas","1","Soltero","12","4","80","10","10","6","8","9","6"
"25","No","Rara Vez Viaja","Investigación y Desarrollo","19","1","Medicina","1358","4","Masculino","Técnico de laboratorio","4","Casado","11","3","80","7","3","6","2","1","2"
"58","Sí","Rara Vez Viaja","Investigación y Desarrollo","7","4","Medicina","1360","3","Femenino"," Director de Manufactura","1","Casado","14","4","80","31","10","0","9","5","9"
"40","No","Rara Vez Viaja","Investigación y Desarrollo","1","4","Ciencias de la Vida","1361","2","Masculino","Técnico de laboratorio","2","Casado","22","3","80","7","4","3","2","0","3"
"36","No","Viaja Frecuentemente","Ventas","7","3","Marketing","1362","1","Femenino"," Ejecutivo de Ventas","1","Casado","16","4","80","17","15","2","7","6","13"
"48","No","Rara Vez Viaja","Investigación y Desarrollo","4","3","Ciencias de la Vida","1363","4","Masculino"," Director de Manufactura","4","Soltero","11","3","80","11","10","2","9","0","8"
"27","No","Rara Vez Viaja","Ventas","11","3","Medicina","1364","3","Femenino","Ventas Representative","4","Casado","14","2","80","5","1","4","0","0","0"
"51","No","Rara Vez Viaja","Investigación y Desarrollo","11","2","Técnico","1367","4","Femenino"," Director de Manufactura","2","Soltero","16","2","80","29","5","1","2","0","3"
"18","No","No Viaja","Investigación y Desarrollo","1","3","Ciencias de la Vida","1368","4","Femenino","Técnico de laboratorio","4","Soltero","15","3","80","0","0","5","0","0","0"
